# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_32.9_-32.1,32.941,-32.148,u,12/11/12 03:03 AM,1.17,0.05,24.22,23.15,3.32E+12,A
KIDS_329.7_-31.2,329.709,-31.159,g,09/22/14 01:26 AM,0.8,0.05,25.16,24.06,1.69E+13,A
KIDS_32.9_-32.1,32.941,-32.148,r,11/18/12 01:18 AM,0.66,0.05,25.04,24.09,2.95E+13,A
KIDS_331.8_-32.1,331.765,-32.148,r,07/17/15 07:08 AM,0.72,0.05,25.2,24.22,3.07E+13,B
KIDS_223.0_0.5,223,0.5,g,04/27/14 07:54 AM,1.16,0.06,25.03,23.77,1.60E+13,A
KIDS_338.8_-32.1,338.824,-32.148,u,09/19/11 01:49 AM,0.93,0.04,24.35,23.12,3.49E+12,B
KIDS_36.5_-32.1,36.471,-32.148,u,07/28/14 08:14 AM,1.09,0.04,24.23,23.07,3.20E+12,B
KIDS_134.4_2.5,134.373,2.478,u,04/28/13 11:43 PM,0.94,0.03,24.15,22.79,3.27E+12,B
KIDS_183.0_-1.5,183,-1.489,u,04/23/12 02:36 AM,1.01,0.06,24.22,22.97,3.38E+12,B
KIDS_330.6_-32.1,330.588,-32.148,r,05/21/15 08:16 AM,0.67,0.06,24.89,23.94,2.98E+13,B
KIDS_183.0_-1.5,183,-1.489,r,02/18/13 07:53 AM,0.62,0.05,25.03,24.21,3.23E+13,B
KIDS_329.4_-32.1,329.412,-32.148,r,07/20/14 04:45 AM,0.55,0.05,25.17,24.4,3.12E+13,B
KIDS_175.5_-2.5,175.487,-2.478,u,01/28/14 08:11 AM,1.14,0.03,24.32,23.08,3.36E+12,B
KIDS_160.0_0.5,160,0.5,u,01/17/15 06:40 AM,1.03,0.03,24.3,23.16,3.32E+12,B
KIDS_186.0_-1.5,186,-1.489,r,02/28/14 06:53 AM,0.85,0.04,24.97,23.87,3.14E+13,A
KIDS_337.6_-32.1,337.647,-32.148,u,09/01/14 02:45 AM,1.26,0.04,24.18,23.01,3.41E+12,B
KIDS_160.0_0.5,160,0.5,r,01/30/15 07:08 AM,0.96,0.04,24.87,23.73,2.83E+13,B
KIDS_186.0_-1.5,186,-1.489,g,01/23/15 08:19 AM,0.73,0.05,25.14,24.09,1.76E+13,B
KIDS_217.6_-2.5,217.604,-2.478,u,07/17/14 11:27 PM,0.9,0.04,24.26,23.02,3.36E+12,B
KIDS_337.6_-32.1,337.647,-32.148,r,07/17/15 05:40 AM,0.75,0.04,25.19,24.15,3.04E+13,B
KIDS_348.1_-33.1,348.119,-33.137,u,08/02/14 05:34 AM,1.06,0.04,24.31,23,3.32E+12,B
KIDS_160.0_0.5,160,0.5,i,12/27/12 05:24 AM,0.68,0.05,23.09,22.08,9.97E+12,C
KIDS_180.0_0.5,180,0.5,g,02/29/12 08:50 AM,0.76,0.06,24.97,23.98,1.57E+13,B
KIDS_140.4_2.5,140.39,2.478,i,03/28/12 01:26 AM,0.79,0.06,24,22.9,1.39E+13,B
KIDS_140.4_2.5,140.39,2.478,g,01/28/14 05:50 AM,0.76,0.05,25.14,24.12,1.64E+13,A
KIDS_1.2_-33.1,1.188,-33.137,g,07/29/14 05:59 AM,0.7,0.04,25.23,24.26,1.71E+13,B
KIDS_47.5_-33.1,47.525,-33.137,g,02/23/14 12:57 AM,1.09,0.04,25.1,23.87,1.66E+13,A
KIDS_41.9_-31.2,41.942,-31.159,i,01/13/12 03:30 AM,0.86,0.04,23.47,22.45,1.32E+13,B
KIDS_223.0_1.5,223,1.489,i,01/20/14 08:14 AM,0.73,0.05,23.66,22.66,1.26E+13,B
KIDS_213.6_2.5,213.593,2.478,u,03/09/14 07:04 AM,1.06,0.05,24.16,22.8,3.30E+12,A
KIDS_236.0_0.5,236,0.5,r,07/19/14 01:25 AM,0.66,0.04,25.07,24.1,3.05E+13,A
KIDS_177.5_-2.5,177.493,-2.478,r,02/01/14 07:38 AM,0.59,0.05,24.96,24.16,2.86E+13,B
KIDS_44.0_-33.1,43.96,-33.137,g,11/29/13 02:59 AM,0.68,0.04,25.18,24.17,1.71E+13,B
KIDS_238.0_1.5,238,1.489,g,07/18/15 03:31 AM,1.06,0.05,25.11,23.95,1.54E+13,A
KIDS_134.0_1.5,134,1.489,i,05/07/12 11:28 PM,0.72,0.04,23.76,22.77,1.33E+13,B
KIDS_232.0_0.5,232,0.5,i,02/12/14 07:44 AM,0.84,0.05,23.79,22.66,1.36E+13,B
KIDS_51.8_-32.1,51.765,-32.148,u,01/20/15 01:20 AM,0.89,0.04,24.38,23.06,3.44E+12,B
KIDS_185.5_2.5,185.515,2.478,u,04/04/14 02:55 AM,1.09,0.04,24.17,22.89,3.26E+12,B
KIDS_48.3_-30.2,48.307,-30.17,g,01/27/14 02:06 AM,0.9,0.04,25.05,23.85,1.55E+13,A
KIDS_50.4_-34.1,50.4,-34.126,u,01/15/15 02:07 AM,1,0.04,24.36,23.16,3.33E+12,B
KIDS_344.4_-34.1,344.4,-34.126,i,06/06/12 06:09 AM,1.12,0.04,23.11,21.89,1.28E+13,B
KIDS_336.7_-31.2,336.699,-31.159,r,06/20/15 08:25 AM,0.63,0.04,25,24.1,2.80E+13,A
KIDS_357.7_-31.2,357.67,-31.159,i,09/30/11 08:13 AM,0.76,0.05,23.83,22.88,1.30E+13,B
KIDS_186.5_2.5,186.518,2.478,g,01/27/15 07:31 AM,0.96,0.04,25.09,23.94,1.60E+13,A
KIDS_186.5_-2.5,186.518,-2.478,g,02/13/13 08:17 AM,0.79,0.04,25.06,24.08,1.69E+13,B
KIDS_176.0_0.5,176,0.5,u,03/19/12 05:34 AM,0.84,0.04,24.15,22.47,3.26E+12,B
KIDS_356.4_-33.1,356.436,-33.137,u,11/10/12 02:06 AM,0.91,0.04,24.3,23.21,3.43E+12,A
KIDS_237.7_2.5,237.66,2.478,r,05/09/14 06:38 AM,0.83,0.04,24.88,23.79,3.10E+13,B
KIDS_331.5_-33.1,331.485,-33.137,r,05/21/15 08:56 AM,0.61,0.05,24.94,24.12,3.01E+13,B
KIDS_354.0_-34.1,354,-34.126,r,07/17/15 06:18 AM,0.82,0.04,25.24,24.26,3.03E+13,A
KIDS_352.8_-34.1,352.8,-34.126,r,11/25/14 01:07 AM,0.82,0.04,25.05,23.99,3.18E+13,B
KIDS_51.1_-33.1,51.089,-33.137,r,10/31/13 07:05 AM,0.79,0.04,24.91,23.89,3.07E+13,B
KIDS_178.0_-1.5,178,-1.489,r,02/19/13 06:19 AM,0.55,0.06,25,24.24,3.23E+13,B
KIDS_0.0_-31.2,0,-31.159,g,11/06/13 03:53 AM,0.67,0.05,25.07,24.08,1.66E+13,B
KIDS_140.0_0.5,140,0.5,u,04/12/13 12:02 AM,0.86,0.04,24.22,22.94,3.34E+12,B
KIDS_178.0_-1.5,178,-1.489,g,05/21/12 12:42 AM,0.67,0.04,25.12,24.22,1.66E+13,B
KIDS_140.0_0.5,140,0.5,r,05/30/13 11:16 PM,0.65,0.05,24.78,23.86,3.11E+13,B
KIDS_176.0_-1.5,176,-1.489,r,03/07/13 04:24 AM,0.55,0.06,25,24.2,3.13E+13,B
KIDS_189.0_-0.5,189,-0.5,i,12/19/13 07:41 AM,1.26,0.06,23.46,22.21,1.30E+13,B
KIDS_161.0_0.5,161,0.5,i,12/28/12 05:28 AM,0.83,0.05,23.29,22.21,1.36E+13,B
KIDS_189.0_-0.5,189,-0.5,g,05/20/15 01:30 AM,0.79,0.05,25.19,24.18,1.75E+13,B
KIDS_50.4_-34.1,50.4,-34.126,g,11/03/14 08:10 AM,0.98,0.04,25.15,23.98,1.64E+13,B
KIDS_176.0_-0.5,176,-0.5,r,02/20/13 06:21 AM,0.86,0.07,25.03,24,3.20E+13,B
KIDS_211.0_1.5,211,1.489,i,07/08/12 02:54 AM,0.59,0.06,23.72,22.92,1.30E+13,B
KIDS_211.0_1.5,211,1.489,u,04/22/14 03:49 AM,0.8,0.04,24.08,22.63,3.08E+12,B
KIDS_336.2_-33.1,336.238,-33.137,u,07/21/14 04:57 AM,1.16,0.04,24.33,22.97,3.33E+12,A
KIDS_161.0_0.5,161,0.5,u,01/17/15 07:06 AM,0.93,0.04,24.29,22.99,3.35E+12,B
KIDS_42.4_-32.1,42.353,-32.148,i,07/04/12 09:38 AM,0.98,0.04,23.36,22.13,1.29E+13,C
KIDS_50.1_-31.2,50.097,-31.159,g,12/26/14 04:04 AM,0.79,0.04,25.22,24.27,1.72E+13,A
KIDS_42.4_-32.1,42.353,-32.148,u,10/23/14 07:00 AM,1.13,0.04,23.98,22.95,2.88E+12,B
KIDS_161.0_0.5,161,0.5,r,01/29/15 06:19 AM,0.63,0.06,24.85,24.03,2.95E+13,B
KIDS_330.3_-33.1,330.297,-33.137,i,05/31/12 06:24 AM,0.86,0.04,23.64,22.52,1.30E+13,B
KIDS_134.0_-1.5,134,-1.489,r,01/03/14 06:41 AM,0.75,0.06,25.05,24.06,3.07E+13,A
KIDS_141.4_2.5,141.393,2.478,i,11/04/14 07:47 AM,0.81,0.05,23.63,22.58,1.28E+13,A
KIDS_42.4_-32.1,42.353,-32.148,r,01/02/14 01:44 AM,0.69,0.05,25.14,24.18,3.05E+13,B
KIDS_50.1_-31.2,50.097,-31.159,r,10/21/14 04:36 AM,0.8,0.04,25.11,24.1,3.18E+13,B
KIDS_51.1_-33.1,51.089,-33.137,u,01/28/14 01:46 AM,1.15,0.03,24.17,22.59,3.21E+12,B
KIDS_225.0_0.5,225,0.5,i,02/13/14 06:46 AM,0.75,0.05,23.57,22.57,1.34E+13,B
KIDS_134.0_-1.5,134,-1.489,i,06/03/12 11:37 PM,1.04,0.04,23.23,22,1.27E+13,B
KIDS_224.0_1.5,224,1.489,u,07/24/14 11:43 PM,1.24,0.07,24.27,22.85,3.32E+12,B
KIDS_188.0_0.5,188,0.5,g,05/20/15 01:06 AM,0.77,0.06,25.21,24.2,1.75E+13,A
KIDS_184.5_-2.5,184.513,-2.478,r,03/01/14 05:29 AM,0.72,0.05,24.87,23.9,3.16E+13,B
KIDS_188.0_0.5,188,0.5,u,05/21/15 12:29 AM,1.19,0.03,24.18,22.85,3.36E+12,B
KIDS_337.2_-29.2,337.215,-29.181,r,07/17/15 04:58 AM,0.7,0.05,25.15,24.22,3.04E+13,A
KIDS_36.8_-33.1,36.832,-33.137,u,01/16/15 01:31 AM,1.01,0.04,24.27,23.16,3.22E+12,B
KIDS_223.6_2.5,223.621,2.478,g,07/20/14 02:06 AM,0.76,0.07,25.11,24.06,1.62E+13,B
KIDS_183.5_2.5,183.51,2.478,u,02/01/14 08:17 AM,0.93,0.04,24.24,23.15,3.33E+12,B
KIDS_224.0_0.5,224,0.5,i,02/22/13 07:29 AM,0.6,0.05,24.06,23.2,1.39E+13,B
KIDS_183.5_2.5,183.51,2.478,r,04/23/14 03:13 AM,0.88,0.05,24.84,23.74,3.08E+13,B
KIDS_223.6_2.5,223.621,2.478,i,02/26/13 07:42 AM,0.91,0.04,23.39,22.24,1.37E+13,B
KIDS_183.5_2.5,183.51,2.478,i,01/24/13 06:31 AM,0.73,0.05,23.72,22.73,1.37E+13,B
KIDS_183.5_2.5,183.51,2.478,g,05/11/15 12:41 AM,1.02,0.05,25.2,24.05,1.74E+13,B
KIDS_217.6_2.5,217.604,2.478,u,04/03/14 05:24 AM,0.84,0.04,24.07,22.74,3.36E+12,A
KIDS_35.6_-33.1,35.644,-33.137,g,11/03/14 07:41 AM,1.09,0.05,25.09,23.92,1.59E+13,B
KIDS_342.4_-32.1,342.353,-32.148,i,10/03/11 01:10 AM,0.69,0.05,24.06,23.11,1.36E+13,A
KIDS_43.7_-30.2,43.706,-30.17,r,10/11/13 07:21 AM,0.86,0.05,24.99,23.94,3.15E+13,B
KIDS_187.5_2.5,187.521,2.478,i,03/12/14 03:35 AM,0.61,0.06,23.72,22.8,1.26E+13,B
KIDS_216.0_-1.5,216,-1.489,g,04/03/14 08:03 AM,0.95,0.04,25,23.82,1.74E+13,B
KIDS_330.6_-32.1,330.588,-32.148,g,09/21/14 02:58 AM,0.75,0.05,25.19,24.15,1.65E+13,B
KIDS_174.5_-2.5,174.485,-2.478,r,02/24/14 05:21 AM,0.83,0.06,24.93,23.94,3.17E+13,B
KIDS_178.5_2.5,178.496,2.478,i,12/28/12 07:03 AM,0.98,0.05,23.36,22.23,1.38E+13,C
KIDS_215.0_-0.5,215,-0.5,g,05/18/15 04:16 AM,0.86,0.04,25.17,24.09,1.64E+13,A
KIDS_207.0_-0.5,207,-0.5,u,05/19/15 02:51 AM,1.03,0.04,24.29,23.04,3.37E+12,B
KIDS_178.5_-2.5,178.496,-2.478,g,03/30/14 02:58 AM,1.13,0.05,25.03,23.82,1.64E+13,A
KIDS_51.6_-34.1,51.6,-34.126,g,01/17/15 02:07 AM,1.14,0.04,25.26,24.02,1.60E+13,A
KIDS_185.5_2.5,185.515,2.478,g,05/11/15 12:19 AM,0.9,0.04,25.18,24.09,1.73E+13,B
KIDS_352.8_-34.1,352.8,-34.126,i,08/24/12 05:05 AM,0.86,0.04,24.28,23.17,1.38E+13,A
KIDS_41.9_-31.2,41.942,-31.159,u,12/26/14 03:07 AM,0.94,0.04,24.1,22.89,3.29E+12,B
KIDS_340.8_-34.1,340.8,-34.126,u,10/26/13 02:11 AM,0.9,0.04,24.19,23.1,3.40E+12,A
KIDS_335.3_-32.1,335.294,-32.148,r,07/17/15 08:33 AM,0.89,0.04,25.09,23.99,3.04E+13,A
KIDS_331.5_-33.1,331.485,-33.137,u,07/27/14 04:53 AM,1.01,0.05,24.31,23.13,3.43E+12,B
KIDS_218.0_-1.5,218,-1.489,u,04/09/14 07:10 AM,0.65,0.04,24.15,22.98,3.29E+12,A
KIDS_218.0_-1.5,218,-1.489,r,06/21/14 02:14 AM,0.71,0.04,25.09,24.14,3.08E+13,A
KIDS_237.7_2.5,237.66,2.478,u,07/18/14 01:54 AM,1.11,0.03,24.28,22.66,3.16E+12,A
KIDS_134.0_0.5,134,0.5,r,02/21/14 01:58 AM,0.8,0.05,25.11,24.07,3.15E+13,A
KIDS_134.0_0.5,134,0.5,u,01/06/14 08:00 AM,1.16,0.03,24.22,23.07,3.17E+12,B
KIDS_224.0_-1.5,224,-1.489,g,06/23/12 12:39 AM,0.89,0.06,25.17,24.14,1.74E+13,A
KIDS_237.7_2.5,237.66,2.478,i,03/17/14 07:57 AM,0.66,0.06,23.27,22.23,1.24E+13,B
KIDS_331.5_-33.1,331.485,-33.137,i,06/30/12 04:27 AM,0.88,0.05,23.47,22.32,1.27E+13,B
KIDS_235.0_-0.5,235,-0.5,u,04/15/15 07:18 AM,1.11,0.07,24.15,22.79,3.34E+12,B
KIDS_235.0_-0.5,235,-0.5,r,07/11/13 02:38 AM,0.65,0.04,24.89,23.95,3.11E+13,B
KIDS_232.0_-0.5,232,-0.5,r,07/16/15 01:22 AM,0.74,0.04,25,24.02,2.92E+13,B
KIDS_47.5_-33.1,47.525,-33.137,r,12/04/12 12:52 AM,0.72,0.05,25.16,24.26,3.01E+13,B
KIDS_331.8_-32.1,331.765,-32.148,i,07/01/12 03:51 AM,0.65,0.05,23.44,22.42,1.28E+13,B
KIDS_235.0_-0.5,235,-0.5,i,05/10/14 03:35 AM,0.59,0.07,23.87,22.95,1.37E+13,A
KIDS_214.6_-2.5,214.596,-2.478,r,07/20/14 12:09 AM,0.55,0.05,25.04,24.21,3.09E+13,B
KIDS_169.0_0.5,169,0.5,u,01/19/15 06:41 AM,1.11,0.04,24.29,23.02,3.28E+12,B
KIDS_214.0_-0.5,214,-0.5,g,01/27/15 08:18 AM,0.84,0.05,25.02,23.96,1.58E+13,B
KIDS_169.0_0.5,169,0.5,r,01/21/15 07:06 AM,0.77,0.05,24.98,24.01,2.87E+13,C
KIDS_358.8_-33.1,358.812,-33.137,g,06/10/14 09:16 AM,1.18,0.06,25.1,23.91,1.66E+13,A
KIDS_169.0_0.5,169,0.5,g,12/26/14 08:02 AM,0.68,0.04,25.16,24.21,1.73E+13,B
KIDS_350.5_-33.1,350.495,-33.137,r,08/24/12 06:17 AM,0.79,0.05,25.11,24.06,3.19E+13,B
KIDS_50.6_-30.2,50.607,-30.17,r,11/18/12 06:35 AM,0.73,0.06,24.97,23.98,2.90E+13,B
KIDS_228.0_-0.5,228,-0.5,g,07/16/15 03:00 AM,0.91,0.06,25.08,23.95,1.52E+13,A
KIDS_350.4_-34.1,350.4,-34.126,i,07/03/12 06:53 AM,0.88,0.04,23.39,22.22,1.30E+13,C
KIDS_141.0_0.5,141,0.5,i,04/08/12 02:14 AM,0.92,0.04,23.48,22.28,1.28E+13,B
KIDS_331.8_-32.1,331.765,-32.148,u,10/24/14 12:18 AM,1.06,0.04,24.11,23.01,3.22E+12,B
KIDS_177.5_2.5,177.493,2.478,i,12/27/12 07:53 AM,0.85,0.06,23.38,22.33,9.96E+12,B
KIDS_354.0_-34.1,354,-34.126,i,08/24/12 05:42 AM,0.77,0.05,24.27,23.33,1.38E+13,B
KIDS_355.2_-33.1,355.248,-33.137,u,08/14/12 08:47 AM,1.07,0.03,24.15,23.06,3.28E+12,B
KIDS_51.8_-30.2,51.757,-30.17,u,01/16/15 02:03 AM,1.01,0.04,24.34,22.92,3.36E+12,B
KIDS_351.7_-33.1,351.683,-33.137,g,10/28/13 02:42 AM,0.63,0.04,25.18,24.3,1.72E+13,A
KIDS_346.8_-34.1,346.8,-34.126,i,07/01/12 06:21 AM,0.7,0.06,23.57,22.48,1.31E+13,C
KIDS_187.5_-2.5,187.521,-2.478,g,04/15/15 03:16 AM,0.96,0.06,25.06,23.83,1.58E+13,B
KIDS_355.2_-33.1,355.248,-33.137,g,11/05/12 02:18 AM,0.79,0.04,25.12,24.07,1.66E+13,B
KIDS_237.0_-0.5,237,-0.5,g,04/18/13 08:42 AM,0.77,0.05,25.06,23.99,1.68E+13,A
KIDS_333.9_-33.1,333.861,-33.137,g,05/10/14 09:12 AM,0.69,0.04,25.07,24.02,1.72E+13,B
KIDS_138.4_2.5,138.384,2.478,r,02/25/14 02:04 AM,0.93,0.05,24.94,23.84,2.91E+13,B
KIDS_233.0_-0.5,233,-0.5,u,08/03/15 12:08 AM,1.36,0.03,24.35,23.04,3.33E+12,B
KIDS_349.3_-33.1,349.307,-33.137,r,09/25/14 02:23 AM,0.85,0.05,25.04,23.99,3.02E+13,B
KIDS_337.4_-33.1,337.426,-33.137,g,05/08/14 08:44 AM,0.68,0.05,25.06,24.08,1.68E+13,A
KIDS_215.0_-1.5,215,-1.489,g,05/20/15 03:27 AM,1.15,0.03,25.2,23.91,1.75E+13,A
KIDS_32.9_-32.1,32.941,-32.148,g,11/27/13 04:45 AM,0.9,0.05,25.13,24.07,1.65E+13,A
KIDS_42.4_-32.1,42.353,-32.148,g,12/19/14 01:24 AM,0.58,0.06,25.33,24.47,1.76E+13,A
KIDS_216.6_2.5,216.602,2.478,r,03/27/14 04:51 AM,0.73,0.05,24.78,23.81,2.95E+13,B
KIDS_351.8_-32.1,351.765,-32.148,g,11/06/13 01:30 AM,0.92,0.04,25.15,24.04,1.71E+13,A
KIDS_174.0_-0.5,174,-0.5,g,03/28/14 02:45 AM,0.85,0.05,25.04,23.95,1.67E+13,B
KIDS_176.0_-0.5,176,-0.5,u,03/19/12 03:01 AM,1.08,0.04,24.17,22.81,3.26E+12,A
KIDS_50.6_-32.1,50.588,-32.148,g,02/23/14 01:21 AM,1.03,0.04,25.08,23.92,1.65E+13,A
KIDS_186.5_2.5,186.518,2.478,i,07/07/12 01:18 AM,0.7,0.05,23.45,22.53,1.27E+13,B
KIDS_336.7_-31.2,336.699,-31.159,g,05/21/15 07:54 AM,0.88,0.06,25.12,24.04,1.68E+13,A
KIDS_356.4_-33.1,356.436,-33.137,g,06/10/14 08:44 AM,0.97,0.07,25.02,23.85,1.66E+13,C
KIDS_340.4_-30.2,340.447,-30.17,g,07/20/14 04:23 AM,0.89,0.06,25.22,24.17,1.67E+13,A
KIDS_214.0_0.5,214,0.5,i,01/29/13 08:02 AM,0.75,0.05,23.58,22.51,1.37E+13,B
KIDS_218.0_-1.5,218,-1.489,g,07/08/15 11:52 PM,0.95,0.04,25.15,23.96,1.66E+13,A
KIDS_159.0_0.5,159,0.5,g,12/26/14 06:31 AM,0.78,0.05,25.13,24.01,1.69E+13,A
KIDS_214.6_-2.5,214.596,-2.478,u,06/19/15 01:18 AM,1.15,0.03,24.2,23.08,3.15E+12,A
KIDS_340.4_-30.2,340.447,-30.17,i,07/01/12 04:23 AM,0.74,0.05,23.37,22.35,1.28E+13,B
KIDS_169.0_0.5,169,0.5,i,12/28/12 06:00 AM,0.77,0.05,23.26,22.27,1.37E+13,C
KIDS_216.0_1.5,216,1.489,r,07/12/13 12:49 AM,0.57,0.05,24.96,24.06,3.13E+13,B
KIDS_141.0_0.5,141,0.5,r,01/29/14 05:34 AM,0.66,0.04,25.03,24.1,3.01E+13,A
KIDS_228.0_-0.5,228,-0.5,r,07/20/14 12:49 AM,0.57,0.05,25.12,24.26,3.09E+13,B
KIDS_337.4_-33.1,337.426,-33.137,r,11/12/14 12:27 AM,0.75,0.05,25.07,24.01,2.99E+13,A
KIDS_346.8_-34.1,346.8,-34.126,g,07/29/14 06:38 AM,0.85,0.06,25.26,24.13,1.73E+13,A
KIDS_46.8_-34.1,46.8,-34.126,u,10/29/13 05:58 AM,0.97,0.03,24.29,23.16,3.45E+12,B
KIDS_177.5_2.5,177.493,2.478,g,04/27/14 11:56 PM,0.86,0.04,25.12,24.04,1.67E+13,B
KIDS_177.5_2.5,177.493,2.478,u,03/06/13 06:57 AM,1.08,0.04,23.88,22.31,3.15E+12,B
KIDS_343.2_-34.1,343.2,-34.126,i,05/05/12 08:06 AM,0.63,0.05,23.15,22.18,1.30E+13,C
KIDS_350.5_-33.1,350.495,-33.137,g,11/05/12 01:53 AM,0.81,0.04,25.12,23.99,1.65E+13,B
KIDS_350.5_-33.1,350.495,-33.137,u,07/26/12 09:08 AM,0.83,0.03,24.09,22.46,3.38E+12,B
KIDS_332.7_-33.1,332.673,-33.137,i,07/29/12 02:08 AM,1,0.04,23.63,22.43,1.28E+13,B
KIDS_44.7_-32.1,44.706,-32.148,g,12/07/12 03:26 AM,0.71,0.05,25.26,24.18,1.77E+13,A
KIDS_168.0_0.5,168,0.5,g,12/24/14 08:01 AM,0.61,0.05,25.06,24.1,1.70E+13,B
KIDS_168.0_0.5,168,0.5,u,01/19/15 06:14 AM,1.03,0.04,24.27,23.06,3.23E+12,B
KIDS_168.0_0.5,168,0.5,r,01/18/15 07:39 AM,0.71,0.07,25.18,24.2,2.98E+13,A
KIDS_187.0_0.5,187,0.5,u,04/05/13 04:55 AM,1.07,0.03,24.16,23.25,3.26E+12,B
KIDS_188.0_-0.5,188,-0.5,g,05/20/15 12:36 AM,0.8,0.04,25.22,24.09,1.75E+13,A
KIDS_349.4_-32.1,349.412,-32.148,u,09/05/11 07:13 AM,1.03,0.06,24.3,23.08,3.46E+12,B
KIDS_354.1_-32.1,354.118,-32.148,u,10/12/12 01:58 AM,1.14,0.07,24.22,23.26,3.53E+12,A
KIDS_176.5_2.5,176.49,2.478,g,04/27/14 01:52 AM,0.77,0.05,25.13,24.13,1.71E+13,B
KIDS_354.1_-32.1,354.118,-32.148,r,07/12/13 06:40 AM,0.77,0.04,25.08,24.11,3.12E+13,A
KIDS_1.2_-33.1,1.188,-33.137,r,07/20/14 08:39 AM,0.7,0.05,24.93,23.95,3.14E+13,A
KIDS_223.6_-2.5,223.621,-2.478,i,07/12/14 02:29 AM,0.72,0.05,23.38,22.42,1.34E+13,B
KIDS_182.0_0.5,182,0.5,u,05/23/12 12:42 AM,1.12,0.04,24.18,23.06,3.21E+12,B
KIDS_182.0_0.5,182,0.5,r,02/19/13 07:34 AM,0.64,0.05,25.06,24.25,3.24E+13,A
