,Unnamed: 0,Unnamed: 0.1,GAMA_ID,RA,DEC,LENS_SCORE,STELLAR_MASS,Z,TOTAL_MASS,theta_e,f_dm,theta_e_H0_slide,theta_e_Ang_slide
0,319,319,511867,216.38846,-1.11396,0.3522291202812785,54590001152.0,0.054999999701976776,139974361928.2051,1.5956797596015329,0.5058247034512009,1.4175471853622013,1.416256904035445
1,322,322,511865,216.31907,-1.13127,0.3159736549968519,20660000768.0,0.08449999988079071,52974360943.58975,0.7919674649900773,0.4509669433326079,0.6674832890778309,0.666020517214773
2,487,487,485873,217.75015,-1.80042,0.3494560281571705,49080000512.0,0.05389999970793724,125846155158.97435,1.5283697238771166,0.4998175926161156,1.3495734419486312,1.3483945788841185
3,605,605,505441,219.86678,-1.91433,0.3006199153968005,173300006912.0,0.13349999487400055,444358992082.0513,1.8248584950250608,0.5710438154046248,1.740023165540332,1.7302145744126765
4,896,896,164479,177.6572,-2.81587,0.3567989615758573,11840000000.0,0.09929999709129332,30358974358.97436,0.5530593786774248,0.41953572131029715,0.4533319365663334,0.45194697403158196
5,1106,1106,165259,180.44234,-2.82167,0.3357701143600097,10099999744.0,0.10180000215768814,25897435241.025642,0.5044955222076463,0.41056177716072173,0.4103651504940506,0.40904547130726926
6,1264,1264,70022,178.02218,0.07392,0.3681086687142511,80459997184.0,0.05990000069141387,206307685087.17947,1.85629553870502,0.5277254016946118,1.686872004838464,1.6850446332311324
7,1867,1867,171055,176.8102,-2.2989,0.3076546618324779,3707000064.0,0.131400004029274,9505128369.230768,0.2690197319311953,0.3539729371585749,0.20902155935499642,0.2078814672179671
8,2065,2065,170898,176.46563,-2.33643,0.336095993444582,231900004352.0,0.12150000035762787,594615395774.359,2.2127521270280734,0.5874890983824745,2.1515297481293434,2.1415545594169605
9,2401,2401,184275,175.91698,-1.44119,0.31726155455251825,44110000128.0,0.12370000034570695,113102564430.76926,0.9564322401036072,0.49378981767502567,0.8395007189048754,0.8354610080263809
10,2485,2485,84050,175.79849,0.47814,0.3657584981836216,54710001664.0,0.11900000274181365,140282055548.71796,1.0860014532122215,0.5059486746382449,0.9648874896885832,0.9606025740091007
11,2524,2524,7104,175.71213,0.8322799999999999,0.3333333333333333,17679998976.0,0.07509999722242355,45333330707.692314,0.7771264404956976,0.442172690618035,0.6497916150299472,0.6486737246232148
12,2539,2539,136581,175.67082,-1.66467,0.3887603172999368,4702000128.0,0.08529999852180481,12056410584.615385,0.3760428492027508,0.36739674275949297,0.29525953144713946,0.2945998261504022
13,3071,3071,271537,174.59803,1.35433,0.30673445910173675,58219999232.0,0.11169999837875366,149282049312.8205,1.1563253383999723,0.5094593853986024,1.0310384475013157,1.0270220639139807
14,4403,4403,40666,182.46693,-0.78528,0.36015843752091425,10389999616.0,0.10670000314712524,26641024656.41025,0.4997997996954268,0.4121600190958132,0.40709786147398325,0.4056552483556605
15,4670,4670,55245,181.07958,-0.31553000000000003,0.3140544819767729,127400001536.0,0.09359999746084212,326666670605.1282,1.8686042240068208,0.5536720263206033,1.7467171170821227,1.7419928477047062
16,4996,4996,560204,179.65787,-0.48421,0.3801848922936733,8501000192.0,0.0843999981880188,21797436389.743587,0.5083166349221528,0.4008311033782166,0.4101021023107149,0.4092055585905313
17,5098,5098,70282,179.40308000000005,0.12562,0.6553523393711983,42560000000.0,0.10740000009536743,109128205128.20512,1.00825224309489,0.49177021050730896,0.8832251796126688,0.8800527678211247
18,5278,5278,144068,178.83194,-1.40894,0.3304107140301229,23759998976.0,0.1446000039577484,60923074297.4359,0.6492464512510759,0.4588600342869713,0.5511719189754385,0.5475034992123555
19,5698,5698,185451,180.28326,-1.61006,0.30298456848615074,82219999232.0,0.1079000011086464,210820510851.28204,1.3981331650837734,0.5289470708903979,1.2721724517014334,1.2675589351586731
20,5772,5772,124486,179.72998,-2.51919,0.4261904774492165,85409996800.0,0.14350000023841858,218999991794.8718,1.2356598344239806,0.5310961317273751,1.1269102413216392,1.119528185463088
21,6339,6339,289994,184.23553,1.85313,0.3326065927802746,18480001024.0,0.11379999667406082,47384618010.25641,0.6454318592908709,0.4446712588233557,0.5408883493033155,0.5386985666855048
22,6503,6503,32675,185.70777,-1.1103,0.5271650742338682,12160000000.0,0.1459999978542328,31179487179.487183,0.4622329395699144,0.4210413647417731,0.37937562722319956,0.3767994567793319
23,7579,7579,491505,212.1493,-1.51127,0.4296963224628938,1643000064.0,0.07609999924898148,4212820676.923077,0.2353406735264873,0.3080328854457851,0.17667966531728838,0.17636735325530875
24,7622,7622,543556,211.99696,-0.99252,0.5697293031713155,4737999872.0,0.08709999918937683,12148717620.512821,0.37355880285403614,0.3678273558050216,0.2934089985327863,0.2927246726723646
25,7874,7874,106562,216.62566,0.84498,0.3638761719314727,89850003456.0,0.12680000066757202,230384624246.15384,1.3482485107939917,0.5339573527594664,1.2333587593246442,1.2271111446918697
26,8137,8137,593852,218.0782,-0.03958,0.386318244376966,225100005376.0,0.13079999387264252,577179500964.1025,2.10113723428067,0.5858088156984449,2.0388547951816065,2.027839207174279
27,8254,8254,593691,217.50766,-0.12318,0.34843844772447624,23129999360.0,0.10809999704360962,59307690666.66665,0.7408759505336228,0.4573428306979972,0.62808009266654,0.625793635842721
28,8555,8555,568545,215.4957,-0.59009,0.35501297622726263,29980000256.0,0.050999999046325684,76871795528.20512,1.2280081813853023,0.47198811218869263,1.0553869347751237,1.0545632491479482
29,9151,9151,460645,213.23176,-1.721,0.3070760437523829,35490000896.0,0.11919999867677687,91000002297.4359,0.8739476279828734,0.48151378134056383,0.7579649141513989,0.754587180798279
30,9359,9359,93803,222.48917000000003,0.55835,0.4777194655103866,88940003328.0,0.0397999994456768,228051290584.6154,2.394294488269225,0.5333826283772625,2.1889176229245044,2.187885453990516
31,10842,10842,93310,219.92276,0.50731,0.575139057325562,30940000256.0,0.13770000636577606,79333333989.74359,0.7592131197637374,0.47376764068437566,0.6535927599350736,0.6496634264659431
32,10908,10908,49252,220.38711,-0.71215,0.3162465575023383,77520003072.0,0.14749999344348907,198769238646.15384,1.1611315298251648,0.5256237915629083,1.0528155042785958,1.0455124707181
33,11076,11076,136604,175.87349,-1.74167,0.31645069407057624,286600003584.0,0.10599999874830246,734871804061.5385,2.6336356585837666,0.5994459048939964,2.5987075562253037,2.5896230011237606
34,11791,11791,371601,132.01727,1.03236,0.31987644638725343,6238000128.0,0.06069999933242797,15994872123.076925,0.5134508470036695,0.3833558993132362,0.40833244353489684,0.4078779573370602
35,11901,11901,600421,135.49058,0.28417,0.4201886208185716,26210000896.0,0.05649999901652336,67205130502.5641,1.090887149535772,0.4644007146531085,0.9308766463645031,0.9299815657113791
36,12159,12159,574423,135.75994,-0.20038,0.4643369877716501,50789998592.0,0.053599998354911804,130230765620.51282,1.5591117348085046,0.5017511661025816,1.3793878565434499,1.3781965747207834
37,12243,12243,600679,136.8274,0.25166,0.4192855509147133,3732999936.0,0.10100000351667404,9571794707.692308,0.30792065711586314,0.35436753772247687,0.2393196996645233,0.23856250653980238
38,12397,12397,324764,137.20387,1.72633,0.4227567639279565,46470000640.0,0.10440000146627426,119153847794.8718,1.068578950519235,0.4967324481998148,0.940674677940638,0.9374879502856885
39,12588,12588,218733,140.29763,0.88594,0.419585537810421,97730002944.0,0.14149999618530273,250589751138.4615,1.331086472869615,0.5387036285408769,1.2239073819628983,1.2161207264144256
40,13660,13660,320551,218.67851,1.7833599999999998,0.5296417151914627,13029999616.0,0.0778999999165535,33410255425.641026,0.655049321229138,0.42494277237878486,0.5394494707350735,0.5384490686579931
41,13836,13836,342699,216.90174,2.1325,0.4570880393017274,28450000896.0,0.08760000020265579,72948720246.15384,0.9127663409506284,0.4690306969731303,0.7822709688522732,0.7804248544115845
42,13946,13946,363319,218.85395,2.56676,0.4575320404435686,33429999616.0,0.09849999845027924,85717947733.33333,0.9330836983877916,0.4781377283085152,0.8066310869324116,0.8042075339503141
43,14556,14556,522103,132.47988,2.89815,0.33803604254326697,58909999104.0,0.06030000001192092,151051279753.84616,1.5830928231484274,0.5101245720969689,1.4125240652321949,1.4109729616596007
44,14626,14626,418788,137.69141000000002,2.74717,0.3430625755391247,55779999744.0,0.1436000019311905,143025640369.23074,0.9982344626459658,0.5070422060317912,0.8878916953954433,0.8820669391053868
45,15275,15275,202397,129.44791999999998,-0.24408,0.3472897784548457,589400000.0,0.05220000073313713,1511282051.282051,0.17019246924401998,0.2501533170968079,0.12274008098788987,0.12263964215321306
46,15421,15421,422113,129.41517,2.59516,0.4995803715872445,20199999488.0,0.1202000007033348,51794870482.051285,0.6565895587924134,0.4496956765970393,0.5527449880139064,0.5502387769046166
47,15448,15448,422228,129.93613,2.59097,0.3021404022221289,28369999872.0,0.11150000244379044,72743589415.38461,0.8079095774822103,0.4688717133987319,0.6923016143570816,0.6896147477547567
48,15695,15695,573840,130.33075,-0.20663,0.3152147323080724,15160000512.0,0.13539999723434448,38871796184.61539,0.5359333811376122,0.433490898075255,0.4446718793182119,0.44209054423008315
49,15953,15953,521819,131.36708000000002,2.91472,0.4968857724712369,4328000000.0,0.07919999957084656,11097435897.435898,0.3744135561178379,0.36271734277280676,0.29289895221781126,0.29233701418685165
50,16190,16190,196837,132.90975,-0.69973,0.4873382424544388,47400001536.0,0.10459999740123747,121538465476.92308,1.0781864488350943,0.4978511862471653,0.9501888985697766,0.94695719419482
51,16625,16625,372045,133.97321000000002,0.9832,0.37830414114878375,24569999360.0,0.11940000206232072,62999998358.974365,0.7265590781658917,0.4607526688717837,0.6178872516585618,0.6151241698922971
52,17522,17522,197611,136.03367,-0.72014,0.3193540104753855,10119999488.0,0.11630000174045566,25948716635.897438,0.4724663827788715,0.41067346376910396,0.38434852415740745,0.38272091280239207
53,17719,17719,216186,137.06817,0.53355,0.4597025018897328,10430000128.0,0.14669999480247498,26743590071.794872,0.4270685945235715,0.41237696078832153,0.34792091094044253,0.34553468330364007
54,17886,17886,3632594,138.25246,-0.95549,0.3266706654847568,85730000896.0,0.13619999587535858,219820515117.9487,1.2707156978179477,0.5313072676745445,1.1591418576971153,1.1523301033544107
55,19218,19218,3578853,130.98196000000002,-1.62032,0.3194613381522037,65370001408.0,0.12210000306367876,167615388225.64102,1.1719307178581546,0.5159992042616205,1.0519890117037267,1.0470615970395627
56,19268,19268,3909064,136.9855,-1.14841,0.4205118760374178,4517000192.0,0.07800000160932541,11582051774.358973,0.3854324510458137,0.36513051417280196,0.30209139411992386,0.301529693269993
57,19528,19528,3593943,139.74883,-1.87208,0.5456665120741541,21390000128.0,0.1378999948501587,54846154174.35897,0.6308030677011043,0.45292740233215095,0.5326030133528211,0.5293913809745919
58,19718,19718,656625,140.24008,-1.85962,0.3112479599176929,15640000512.0,0.09910000115633012,40102565415.38461,0.6362855781964258,0.43525077918234845,0.5287575274740007,0.5271488364891802
59,19828,19828,3599976,129.38913,-1.10436,0.30950300976594003,3308000000.0,0.11029999703168868,8482051282.051281,0.2773738586348218,0.34754351511446624,0.21444802736733792,0.21363415621023138
60,19877,19877,3610455,135.09329,-1.21204,0.3308220538355067,12179999744.0,0.12720000743865967,31230768574.358974,0.4956220267575957,0.4211341462919477,0.4068121702152578,0.4047379403458419
61,20685,20685,287627,174.1965,1.69352,0.3227870943232424,23520000000.0,0.13439999520778656,60307692307.692314,0.6700227672349207,0.45828685126253316,0.5685087784995139,0.5652590161698889
62,21533,21533,39718,177.9385,-0.71802,0.3830932151488429,8947999744.0,0.08089999854564668,22943589087.179485,0.5326712445641753,0.40372437518993987,0.43079239526312557,0.4299290803486853
63,22038,22038,272491,179.56837,1.40109,0.3151683590847517,10480000000.0,0.1316000074148178,26871794871.794872,0.4519841574305207,0.4126469667442021,0.3683035526810936,0.3662883138453315
64,22095,22095,70376,179.62517,0.05585,0.3136042546750227,15630000128.0,0.13079999387264252,40076923405.128204,0.5536638356288077,0.4352146676048526,0.46008360321897,0.45759784923886104
65,22567,22567,536124,180.63979,-1.03748,0.30210865072383164,1924999936.0,0.09179999679327012,4935897271.794871,0.2319340730408481,0.3169759935227329,0.17525841276942675,0.17480297730596478
66,23097,23097,40957,183.73733,-0.69189,0.3342535685400784,2211000064.0,0.1243000030517578,5669230933.333333,0.21361381486589745,0.3247965381694843,0.16234701557213124,0.1615579174902858
67,23801,23801,272460,179.4985,1.42932,0.3286690785813425,4664000000.0,0.13349999487400055,11958974358.97436,0.2993706184076204,0.36693861042762455,0.23497332618976258,0.23364877067340833
68,24326,24326,164403,177.41987,-2.72815,0.4065896081915637,19769999360.0,0.08980000019073486,50692306051.28205,0.7515115972017641,0.448480865183094,0.6319572463549537,0.6303877961741148
69,25257,25257,171566,178.86637,-2.30917,0.3331830313067841,2151000064.0,0.1273999959230423,5515384779.48718,0.2081162695834824,0.32324325503020745,0.15798725005129471,0.15717908383650478
70,25334,25334,132158,184.26929,-2.1558200000000003,0.32729285870277885,10400000000.0,0.13019999861717224,26666666666.666664,0.4526699944591423,0.41221433410884145,0.36872664007075506,0.366753399450274
71,25359,25359,586565,185.45096,-0.00661,0.3543304315363873,7343000064.0,0.10830000042915344,18828205292.30769,0.4170547432937133,0.39256355915909413,0.3341757622417094,0.33295457609399176
72,26107,26107,238271,213.72842000000003,1.57878,0.3316935451692872,70780002304.0,0.12870000302791595,181487185394.8718,1.187781442604675,0.5204883744170001,1.0711968053505105,1.0656005420043178
73,26697,26697,511516,214.616,-1.17848,0.3212270688878978,9893000192.0,0.08730000257492065,25366667158.974358,0.5391720968860562,0.40939264227578653,0.4381373584943193,0.4371106479361421
74,27118,27118,568546,215.49492,-0.5888800000000001,0.6125824645303074,670499968.0,0.051199998706579215,1719230687.1794872,0.18328838047285093,0.25743183898988614,0.13283088778387298,0.13272638946963125
75,27307,27307,492150,215.09129,-1.47211,0.3311687097769551,56179998720.0,0.1379999965429306,144051278769.23074,1.021931657145,0.5074456242461823,0.909341612893167,0.9038499495483715
76,27886,27886,16199,217.85542,0.70541,0.32974718994102936,18019999744.0,0.12449999898672105,46205127548.71795,0.6093449895127668,0.4432481214615247,0.5099935721435466,0.5075064375933405
77,29489,29489,299118,223.34617000000003,1.1418700000000002,0.5596147363753493,12910000128.0,0.1459999978542328,33102564430.76923,0.4762743869563488,0.42442041205440695,0.3920458294494372,0.3893836213211459
78,29622,29622,229499,223.08137,1.0355,0.4521817880625982,162000000.0,0.045000001788139336,415384615.38461536,0.09609964201393953,0.177236951890542,0.06616322777733492,0.06612319535439681
79,29880,29880,570151,222.24417000000003,-0.54052,0.3708727501207729,4784999936.0,0.1396999955177307,12269230605.128204,0.2964239568194879,0.3683846517195352,0.23292669593253673,0.23148373502060215
80,30903,30903,594681,221.11008,-0.05868,0.41181676491276376,4088000000.0,0.1460999995470047,10482051282.05128,0.2679173657145125,0.35949641532646537,0.2090606929380118,0.2076390294024457
81,31404,31404,567899,213.60875,-0.52841,0.32991695798110593,14279999488.0,0.13860000669956207,36615383302.5641,0.5141063858695479,0.4301146649429457,0.425296257686085,0.42270454698138643
82,32341,32341,543671,212.42117,-0.89741,0.405675659769126,12280000512.0,0.14079999923706055,31487180800.0,0.4730079001206074,0.4215957900386303,0.388405145918226,0.3859594289537275
83,34352,34352,267558,222.88792,2.70549,0.3347399440502627,864099968.0,0.13580000400543213,2215640943.589744,0.12776227346548955,0.2717533185767791,0.09349656977001672,0.09295048119183712
84,34920,34920,267303,221.5345,2.68138,0.3225447975461271,853800000.0,0.10620000213384627,2189230769.230769,0.1436105483908407,0.2710762995608307,0.10504553771182905,0.10467688720034866
85,35124,35124,363983,222.27717,2.43775,0.4000092337399169,22499999744.0,0.1444000005722046,57692307035.89742,0.6322344946458138,0.4557837267121074,0.5352106277804823,0.5316586912152037
86,35165,35165,342161,214.4815,2.29663,0.390170324857976,5738999808.0,0.12849999964237213,14715384123.076925,0.3384831624686188,0.3786487073282755,0.2681641823757918,0.2667677246985804
87,35418,35418,250110,213.99587,2.1623900000000003,0.33207174065885603,333200000.0,0.08460000157356262,854358974.3589742,0.1005166113098152,0.2179516490555175,0.0709828348988656,0.07082689938306999
88,35697,35697,342874,217.70954,2.18624,0.31742632415215416,5501000192.0,0.1404000073671341,14105128697.435898,0.31703542544388985,0.3762574158140186,0.25069022420997844,0.24912098830502777
89,37678,37678,771379,219.9235,0.50872,0.3580177230809917,1792999936.0,0.13699999451637268,4597435733.333333,0.1832316068842814,0.31296543562784107,0.13805222175409626,0.13723101381890512
